Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
428,20.0,0.0,6.218313567979492e-07,0.0,3.0,0
429,35.0,0.0,1.1713272292336881e-05,12.0,0.0,0
430,23.0,0.0,3.2995133217850364e-05,0.0,4.0,0
431,30.0,0.0,3.42641768031523e-05,15.0,9.0,0
432,18.0,0.0,9.124423378320928e-06,0.0,8.0,0
433,29.0,1.0,7.840151269995368e-05,2.0,0.0,0
434,8.0,0.0,1.903565377952906e-05,0.0,3.0,0
435,13.0,2.0,0.00017132088401576153,0.0,3.0,1
436,4.0,0.0,1.0989917448714777e-05,2.0,0.0,0
437,43.0,2.0,1.5228523023623247e-05,2.0,5.0,1
438,43.0,0.0,9.987373016326246e-06,0.0,0.0,0
439,22.0,0.0,2.5127062988978357e-06,0.0,3.0,0
440,35.0,0.0,2.0304697364830995e-06,3.0,5.0,0
441,4.0,0.0,,9.0,1.0,0
442,3.0,0.0,1.3312267209817321e-05,9.0,0.0,0
443,4.0,1.0,2.5761584781629327e-06,0.0,5.0,0
444,45.0,0.0,2.015241213459476e-05,1.0,8.0,0
445,36.0,2.0,2.284278453543487e-05,12.0,3.0,1
446,5.0,0.0,2.893419374488417e-06,0.0,3.0,0
447,19.0,2.0,8.248783304462591e-05,0.0,3.0,1
448,11.0,2.0,1.6751375325985572e-06,9.0,5.0,1
449,17.0,2.0,9.144728075685759e-05,0.0,3.0,1
450,11.0,0.0,0.00012665054981313332,0.0,1.0,0
451,0.0,2.0,2.6129607421366887e-05,0.0,5.0,1
452,2.0,0.0,2.846464761832245e-05,9.0,4.0,0
453,28.0,0.0,8.654877251759211e-06,2.0,0.0,0
454,35.0,0.0,0.00024746349913387774,0.0,3.0,0
455,17.0,2.0,0.00012055914060368403,0.0,30.0,1
456,17.0,2.0,5.26018566107653e-05,0.0,3.0,1
457,17.0,2.0,0.00033754021281860925,0.0,3.0,1
458,4.0,0.0,1.1814795779161034e-05,0.0,0.0,0
459,20.0,0.0,9.771635606824916e-07,0.0,3.0,0
460,17.0,2.0,9.42011053369628e-05,0.0,3.0,1
461,4.0,1.0,4.758913444882265e-06,0.0,0.0,0
462,17.0,2.0,9.017823717155566e-05,0.0,30.0,1
463,26.0,0.0,1.6497566608925182e-07,0.0,3.0,0
464,0.0,0.0,1.8680321575644515e-05,0.0,8.0,0
465,13.0,0.0,3.172608963254843e-06,9.0,1.0,0
466,13.0,2.0,3.784287971370377e-05,2.0,0.0,1
467,8.0,0.0,1.1040679192126854e-05,9.0,5.0,0
468,4.0,0.0,2.6903724008401067e-06,0.0,0.0,0
469,20.0,1.0,1.8020418911287508e-06,9.0,9.0,0
470,0.0,0.0,2.5380871706038744e-08,0.0,0.0,0
471,9.0,1.0,9.251327736851123e-06,9.0,9.0,0
472,10.0,0.0,8.034314938546564e-05,1.0,0.0,0
473,15.0,0.0,0.0001150388010076206,1.0,8.0,0
474,4.0,0.0,6.345217926509686e-06,9.0,9.0,0
475,20.0,,,,,0
476,9.0,2.0,6.979739719160654e-07,9.0,0.0,1
477,4.0,2.0,1.903565377952906e-05,0.0,5.0,1
478,14.0,2.0,0.0098921947474286,3.0,1.0,1
479,35.0,0.0,6.345217926509686e-06,5.0,0.0,0
480,20.0,0.0,7.925177190210597e-05,0.0,19.0,0
481,18.0,1.0,0.00011417585136961529,2.0,5.0,0
482,23.0,0.0,2.0304697364830996e-05,0.0,31.0,0
483,0.0,0.0,6.345217926509686e-06,5.0,0.0,0
484,26.0,0.0,0.003991142075774593,16.0,5.0,0
485,4.0,0.0,4.949269982677555e-05,0.0,4.0,0
486,39.0,0.0,8.402337578284126e-05,9.0,5.0,0
487,18.0,0.0,3.172608963254843e-06,0.0,0.0,0
488,27.0,1.0,0.0028925944961579707,9.0,9.0,0
489,36.0,0.0,6.345217926509686e-07,0.0,0.0,0
490,4.0,0.0,5.85029092824193e-06,0.0,1.0,0
491,5.0,,,,,0
492,15.0,0.0,0.000526653087900304,13.0,1.0,0
493,0.0,0.0,3.172608963254843e-06,0.0,0.0,0
494,9.0,0.0,3.172608963254843e-05,3.0,1.0,0
495,23.0,0.0,1.3921408130762252e-05,0.0,1.0,0
496,25.0,0.0,1.4657453410237375e-05,5.0,0.0,0
497,0.0,0.0,8.248783304462591e-05,13.0,1.0,0
498,44.0,0.0,3.052049822651159e-05,0.0,0.0,0
499,37.0,1.0,3.172608963254843e-05,5.0,0.0,0
500,1.0,1.0,8.045736330814283e-06,9.0,9.0,0
501,29.0,0.0,4.44165254855678e-05,0.0,3.0,0
502,4.0,0.0,4.3147481900265866e-05,1.0,8.0,0
503,45.0,0.0,0.00020939219157481962,4.0,3.0,0
504,29.0,1.0,0.00023604210686616032,9.0,5.0,0
505,4.0,0.0,1.7766610194227122e-05,0.0,5.0,0
506,8.0,0.0,1.1548296626247628e-06,9.0,5.0,0
507,18.0,0.0,8.08380763837334e-06,4.0,3.0,0
508,31.0,1.0,3.172608963254843e-05,0.0,3.0,0
509,10.0,0.0,2.1053433080159137e-05,0.0,3.0,0
510,33.0,2.0,0.0001840113198687809,9.0,5.0,1
511,4.0,0.0,3.109156783989746e-06,0.0,0.0,0
512,26.0,0.0,0.00015783095070400193,0.0,29.0,0
513,24.0,0.0,5.393435237533233e-06,0.0,4.0,0
514,0.0,0.0,6.599026643570073e-05,1.0,3.0,0
515,0.0,0.0,0.0,0.0,5.0,0
516,23.0,0.0,3.2487515783729592e-06,0.0,32.0,0
517,6.0,1.0,7.639642383517662e-06,1.0,0.0,0
518,26.0,0.0,4.1117012163782766e-06,1.0,8.0,0
519,11.0,2.0,1.1979771445250288e-05,0.0,3.0,1
520,18.0,0.0,2.610422654966085e-05,0.0,8.0,0
521,36.0,0.0,0.00013497547573271403,0.0,4.0,0
522,20.0,0.0,8.629496380053172e-07,0.0,33.0,0
523,18.0,0.0,1.1535606190394609e-05,0.0,0.0,0
524,28.0,0.0,5.0634839053547294e-05,0.0,3.0,0
525,28.0,0.0,4.1117012163782766e-06,0.0,3.0,0
526,42.0,0.0,2.639610657428029e-06,0.0,30.0,0
527,8.0,0.0,0.00011996269011859213,9.0,4.0,0
528,0.0,0.0,1.0786870475066467e-06,0.0,3.0,0
529,0.0,0.0,2.489863514362401e-05,9.0,16.0,0
530,13.0,0.0,1.2690435853019372e-05,0.0,0.0,0
531,29.0,2.0,2.5799656089188384e-05,17.0,8.0,1
532,37.0,0.0,1.0126967810709458e-05,0.0,0.0,0
533,4.0,,,,,0
534,36.0,0.0,4.890893977753666e-05,18.0,1.0,0
535,8.0,0.0,3.067278345674782e-05,1.0,8.0,0
536,10.0,0.0,4.3147481900265866e-05,0.0,3.0,0
537,20.0,0.0,0.00010137120159391874,0.0,4.0,0
538,13.0,0.0,8.333809224677822e-05,2.0,1.0,0
539,35.0,0.0,1.274119759643145e-05,0.0,5.0,0
540,15.0,0.0,5.45688741679833e-05,0.0,1.0,0
541,13.0,0.0,4.709420745055489e-05,0.0,30.0,0
542,13.0,0.0,9.390922531234335e-06,0.0,0.0,0
543,24.0,2.0,8.833812397286785e-05,0.0,3.0,1
544,24.0,,,,,0
545,36.0,0.0,2.5634680423099133e-06,0.0,5.0,0
546,4.0,0.0,2.284278453543487e-05,0.0,4.0,0
547,0.0,0.0,3.0139785150921008e-05,0.0,29.0,0
548,5.0,2.0,0.0008388505003204336,0.0,3.0,1
549,4.0,0.0,1.3071148928609954e-06,0.0,4.0,0
550,18.0,0.0,8.566044200788075e-06,0.0,8.0,0
551,4.0,0.0,,0.0,3.0,0
552,18.0,0.0,0.001334348568201575,0.0,16.0,0
553,5.0,0.0,3.404843939365098e-05,0.0,3.0,0
554,0.0,0.0,2.2385928844726173e-05,1.0,8.0,0
555,13.0,1.0,3.2233707066669205e-06,14.0,0.0,0
556,18.0,0.0,0.0,0.0,3.0,0
557,35.0,0.0,0.0006916287539895558,0.0,8.0,0
558,26.0,0.0,4.44165254855678e-05,0.0,3.0,0
559,34.0,0.0,3.8071307559058118e-06,13.0,1.0,0
560,23.0,0.0,5.609172647034562e-06,0.0,3.0,0
561,18.0,0.0,0.0008165787853983846,14.0,0.0,0
562,19.0,0.0,2.3667662865881128e-05,3.0,1.0,0
563,7.0,0.0,5.549527598525372e-05,0.0,8.0,0
564,34.0,2.0,6.615524210178998e-05,1.0,8.0,1
565,24.0,0.0,6.760195178903419e-05,0.0,30.0,0
566,20.0,0.0,0.00015863044816274215,0.0,3.0,0
567,1.0,,,,,0
568,4.0,0.0,3.211949314399203e-05,0.0,4.0,0
569,28.0,0.0,2.5380871706038743e-05,9.0,9.0,0
570,26.0,2.0,0.00015956954041586557,5.0,0.0,1
571,4.0,0.0,0.0008274164176168631,0.0,3.0,0
572,28.0,0.0,2.380725766026434e-05,0.0,8.0,0
573,18.0,0.0,0.00015863044816274215,19.0,1.0,0
574,6.0,0.0,0.00034643620835157583,0.0,3.0,0
575,4.0,0.0,0.0014721667015653653,0.0,3.0,0
576,26.0,0.0,3.7309881407876954e-05,0.0,5.0,0
577,4.0,0.0,6.091409209449298e-06,0.0,4.0,0
578,4.0,1.0,0.000222082627427839,2.0,0.0,0
579,43.0,0.0,1.7512801477166733e-06,0.0,0.0,0
580,35.0,0.0,3.0457046047246494e-05,3.0,1.0,0
581,13.0,1.0,,0.0,0.0,0
582,13.0,0.0,1.2690435853019372e-05,0.0,0.0,0
583,16.0,0.0,5.774148313123814e-06,0.0,0.0,0
584,33.0,0.0,0.0,5.0,0.0,0
585,47.0,0.0,,9.0,4.0,0
586,20.0,2.0,6.560955336011015e-06,0.0,1.0,1
587,13.0,2.0,1.0152348682415498e-07,0.0,0.0,1
588,9.0,0.0,2.889612243732511e-05,1.0,2.0,0
589,33.0,1.0,,0.0,3.0,0
590,35.0,,,,,0
591,18.0,0.0,2.6142297857219905e-05,0.0,16.0,0
592,45.0,0.0,0.00012399824871985228,12.0,16.0,0
593,16.0,0.0,0.0001713716457591736,1.0,8.0,0
594,30.0,0.0,7.312229138509762e-05,1.0,0.0,0
595,13.0,0.0,4.3109410592706804e-05,1.0,8.0,0
596,0.0,0.0,6.659940735664567e-05,1.0,8.0,0
597,4.0,1.0,0.000222082627427839,2.0,5.0,0
598,47.0,0.0,2.208135838425371e-06,3.0,4.0,0
599,19.0,0.0,,0.0,3.0,0
600,24.0,0.0,0.0001778056967366544,0.0,8.0,0
601,19.0,0.0,5.076174341207749e-07,0.0,3.0,0
602,0.0,2.0,1.2690435853019372e-08,20.0,34.0,1
603,10.0,0.0,1.4594001230972278e-06,0.0,4.0,0
604,35.0,2.0,2.6332654395015198e-05,2.0,5.0,1
605,26.0,0.0,1.0228491297533613e-05,0.0,0.0,0
606,24.0,0.0,1.5850354380421196e-05,0.0,4.0,0
607,18.0,3.0,0.00012055914060368403,0.0,4.0,0
608,33.0,0.0,1.434019251391189e-06,0.0,3.0,0
609,13.0,2.0,0.0,9.0,1.0,1
610,8.0,0.0,7.6142615118116235e-06,5.0,0.0,0
611,4.0,0.0,1.1040679192126854e-05,9.0,0.0,0
612,4.0,,,,,0
613,4.0,2.0,1.2690435853019372e-05,12.0,4.0,1
614,16.0,0.0,2.322349761102545e-06,0.0,3.0,0
615,7.0,0.0,1.7081326658164075e-05,1.0,8.0,0
616,8.0,0.0,6.47212228503988e-05,3.0,9.0,0
617,18.0,0.0,5.592675080425637e-05,0.0,0.0,0
618,0.0,0.0,7.742434913927119e-05,9.0,35.0,0
619,15.0,,,,,0
620,4.0,,,,,0
621,34.0,,,,,0
622,20.0,0.0,5.62059403930228e-05,0.0,4.0,0
623,39.0,1.0,2.9987499920684777e-05,2.0,0.0,0
624,33.0,0.0,4.441652548556781e-06,0.0,18.0,0
625,20.0,,0.00035136009746254736,9.0,5.0,1
626,15.0,0.0,0.00044401296962544176,0.0,0.0,0
627,4.0,1.0,2.7195604033020514e-05,9.0,5.0,0
628,9.0,0.0,4.568556907086974e-05,2.0,3.0,0
629,35.0,0.0,0.000360319545174779,0.0,3.0,0
630,43.0,0.0,0.00034644889878742883,21.0,1.0,0
631,28.0,2.0,7.48735715328143e-06,0.0,3.0,1
632,10.0,2.0,4.876934498315345e-05,3.0,1.0,1
633,4.0,2.0,0.000714725347242051,0.0,3.0,1
634,0.0,0.0,3.15738044023122e-05,3.0,4.0,0
635,20.0,1.0,1.612954396918762e-05,0.0,0.0,0
636,4.0,0.0,4.060939472966199e-07,0.0,4.0,0
637,10.0,2.0,4.600282996719522e-05,3.0,1.0,1
638,34.0,0.0,1.2474698443518043e-05,5.0,0.0,0
639,33.0,2.0,1.7132088401576153e-06,9.0,0.0,1
640,15.0,1.0,4.4670334202628185e-06,9.0,0.0,0
641,10.0,2.0,8.566044200788077e-05,3.0,1.0,1
642,45.0,0.0,1.1421392267717435e-05,0.0,3.0,0
643,10.0,2.0,4.568556907086974e-05,3.0,1.0,1
644,20.0,0.0,0.00023703196086269582,0.0,3.0,0
645,1.0,0.0,7.677713691076721e-06,0.0,3.0,0
646,4.0,,,,,0
647,11.0,0.0,3.464488987874289e-05,0.0,3.0,0
648,5.0,0.0,8.680258123465251e-06,1.0,5.0,0
649,0.0,0.0,2.258897581837448e-06,9.0,16.0,0
650,20.0,2.0,2.8553480669293587e-06,0.0,0.0,1
651,4.0,0.0,,0.0,3.0,0
652,0.0,0.0,0.0003619439209639655,0.0,3.0,0
653,22.0,0.0,2.4111828120736806e-05,0.0,0.0,0
654,13.0,2.0,0.00010673925595974593,0.0,4.0,1
655,45.0,2.0,0.0002092399063445834,5.0,0.0,1
656,25.0,0.0,2.4111828120736806e-05,0.0,4.0,0
657,26.0,2.0,7.652332819370681e-06,0.0,3.0,1
658,8.0,2.0,6.345217926509686e-06,0.0,4.0,1
659,18.0,0.0,8.883305097113561e-06,0.0,3.0,0
660,26.0,0.0,0.0,1.0,3.0,0
661,11.0,0.0,6.75384996097691e-05,0.0,3.0,0
662,4.0,2.0,1.1015298320420815e-05,7.0,0.0,1
663,22.0,0.0,0.000546310573036631,9.0,5.0,0
664,18.0,0.0,8.375687662992786e-07,2.0,0.0,0
665,10.0,0.0,2.7411341442521842e-06,0.0,8.0,0
666,1.0,0.0,4.4759167253599326e-05,0.0,3.0,0
667,26.0,0.0,1.673868489013255e-05,0.0,3.0,0
668,19.0,0.0,3.5279411671393853e-06,0.0,3.0,0
669,26.0,0.0,0.000222082627427839,9.0,1.0,0
670,18.0,,4.019061034651235e-05,9.0,0.0,1
671,11.0,,,,,0
672,48.0,0.0,0.00010152348682415497,0.0,4.0,0
673,15.0,0.0,1.2690435853019372e-08,0.0,3.0,0
674,4.0,0.0,0.0013769122900526018,0.0,4.0,0
675,4.0,1.0,2.360421068661603e-06,0.0,0.0,0
676,26.0,0.0,3.172608963254843e-05,0.0,3.0,0
677,33.0,2.0,2.2347857537167115e-05,0.0,0.0,1
678,20.0,2.0,0.00035136009746254736,0.0,8.0,1
679,13.0,2.0,0.0,9.0,5.0,1
680,18.0,0.0,4.2386055749084704e-06,9.0,16.0,0
681,5.0,0.0,3.4264176803152303e-07,0.0,0.0,0
682,49.0,0.0,1.802041891128751e-05,2.0,9.0,0
683,4.0,2.0,0.00022413847803602814,0.0,3.0,1
684,10.0,2.0,7.401062189480898e-05,1.0,8.0,1
685,33.0,0.0,8.883305097113561e-06,0.0,4.0,0
686,24.0,0.0,1.1192964422363087e-05,9.0,1.0,0
687,18.0,0.0,0.00014973445262977557,0.0,3.0,0
688,29.0,2.0,7.487357153281429e-05,3.0,1.0,1
689,35.0,2.0,1.494933343485682e-05,12.0,1.0,1
690,18.0,0.0,1.6243757891864796e-06,0.0,14.0,0
691,36.0,0.0,3.513981687701064e-05,0.0,31.0,0
692,0.0,,,,,0
693,10.0,0.0,0.00010440421576279038,3.0,1.0,0
694,40.0,0.0,0.0,1.0,3.0,0
695,14.0,0.0,2.664991529134068e-05,22.0,0.0,0
696,0.0,0.0,2.5000158630448163e-06,9.0,0.0,0
697,36.0,0.0,,0.0,3.0,0
698,16.0,0.0,2.0076269519476648e-05,16.0,0.0,0
699,23.0,2.0,1.637066225039499e-06,0.0,3.0,1
700,4.0,2.0,2.4111828120736806e-05,9.0,0.0,1
701,18.0,0.0,6.66247882283517e-06,0.0,16.0,0
702,18.0,0.0,0.00017790722022347858,23.0,1.0,0
703,13.0,0.0,0.0001528182285420593,0.0,16.0,0
704,7.0,2.0,2.360421068661603e-05,0.0,1.0,1
705,8.0,0.0,6.180242260420435e-05,12.0,17.0,0
706,0.0,0.0,6.852835360630461e-07,0.0,0.0,0
707,5.0,2.0,4.180229569984581e-05,9.0,0.0,1
708,27.0,0.0,8.762745956509876e-05,0.0,3.0,0
709,1.0,0.0,1.129448790918724e-06,0.0,0.0,0
710,36.0,0.0,7.309691051339158e-06,0.0,3.0,0
711,35.0,0.0,3.338853672929397e-05,9.0,5.0,0
712,20.0,0.0,1.1624439241365745e-05,0.0,4.0,0
713,0.0,0.0,4.03555860126016e-06,2.0,9.0,0
714,14.0,0.0,4.530485599527916e-06,9.0,5.0,0
715,14.0,0.0,2.5380871706038745e-06,0.0,4.0,0
716,4.0,2.0,0.00018184125533791457,1.0,0.0,1
717,8.0,0.0,0.00021319932233072544,24.0,0.0,0
718,8.0,0.0,1.3705670721260922e-05,0.0,4.0,0
719,15.0,0.0,4.187843831496393e-05,0.0,8.0,0
720,33.0,0.0,2.5380871706038743e-05,0.0,5.0,0
721,20.0,0.0,4.695461265617168e-07,1.0,8.0,0
722,5.0,2.0,0.0002728443708399165,0.0,8.0,1
723,0.0,2.0,0.002398352781426278,5.0,0.0,1
724,23.0,0.0,3.172608963254843e-06,5.0,0.0,0
725,6.0,0.0,8.629496380053173e-06,9.0,9.0,0
726,8.0,2.0,0.0001204068553734478,3.0,1.0,1
727,6.0,2.0,4.949269982677555e-07,2.0,4.0,1
728,8.0,2.0,1.8071180654699584e-05,3.0,1.0,1
729,35.0,0.0,0.0001250007931522408,0.0,3.0,0
730,20.0,0.0,0.00012055914060368403,9.0,9.0,0
731,33.0,0.0,0.00011519108623785684,1.0,3.0,0
732,5.0,0.0,9.267825303460047e-05,3.0,1.0,0
733,35.0,2.0,6.203085044955869e-05,5.0,5.0,1
734,35.0,0.0,2.8210838901262065e-05,3.0,4.0,0
735,39.0,0.0,1.7766610194227122e-05,12.0,5.0,0
736,4.0,2.0,3.3807321112443605e-05,0.0,3.0,1
737,20.0,0.0,2.4543302939739465e-05,0.0,3.0,0
738,4.0,0.0,1.1243726165775164e-05,2.0,5.0,0
739,7.0,0.0,6.680245433029397e-05,0.0,16.0,0
740,18.0,0.0,6.821109270997913e-05,12.0,16.0,0
741,33.0,0.0,8.464520713963922e-06,0.0,9.0,0
742,10.0,0.0,1.4847809948032665e-05,3.0,4.0,0
743,18.0,0.0,4.7842943165883036e-06,9.0,4.0,0
744,4.0,0.0,0.00015736140457744022,0.0,3.0,0
745,8.0,0.0,7.525428460840487e-06,0.0,0.0,0
746,36.0,0.0,5.8249100565358915e-06,9.0,0.0,0
747,1.0,1.0,7.956903279843146e-06,5.0,9.0,0
748,18.0,0.0,0.0001158129175946548,12.0,36.0,0
749,18.0,0.0,5.964504850919105e-05,0.0,0.0,0
750,37.0,0.0,8.673912905538741e-05,25.0,5.0,0
751,31.0,0.0,2.062195826115648e-05,1.0,8.0,0
752,0.0,0.0,1.8464584166143187e-05,0.0,3.0,0
753,17.0,2.0,2.2715880176904674e-06,0.0,3.0,1
754,35.0,2.0,0.002373530288897772,2.0,0.0,1
755,15.0,2.0,4.828710842073871e-05,0.0,0.0,1
756,4.0,1.0,9.93788031649947e-05,2.0,0.0,0
757,18.0,0.0,5.076174341207749e-06,0.0,3.0,0
758,33.0,0.0,2.161181225769199e-05,0.0,0.0,0
759,8.0,0.0,1.3832575079791115e-06,2.0,9.0,0
760,4.0,,5.049524425916408e-05,9.0,9.0,1
761,13.0,2.0,3.3413917601000005e-05,2.0,0.0,1
762,4.0,2.0,5.352825842803571e-05,1.0,0.0,1
763,0.0,0.0,2.489863514362401e-05,0.0,3.0,0
764,29.0,0.0,2.8731146771235858e-05,0.0,0.0,0
765,0.0,2.0,0.003509083179461799,5.0,5.0,1
766,4.0,0.0,3.0000190356537794e-05,9.0,16.0,0
767,13.0,,,,,0
768,21.0,,2.7918958876642617e-05,9.0,4.0,1
769,1.0,,5.152316956325865e-05,9.0,5.0,1
770,0.0,1.0,0.00026015393498689715,9.0,4.0,0
771,4.0,2.0,3.8071307559058118e-06,19.0,19.0,1
772,44.0,,,,,0
773,18.0,0.0,2.664991529134068e-06,0.0,4.0,0
774,20.0,0.0,2.7918958876642617e-05,1.0,8.0,0
775,45.0,0.0,8.24116904295078e-05,9.0,4.0,0
776,45.0,,,,,0
777,36.0,0.0,1.092646526944968e-05,9.0,5.0,0
778,4.0,,,,,0
779,30.0,0.0,4.060939472966199e-07,9.0,9.0,0
780,4.0,0.0,1.69671127354869e-05,0.0,3.0,0
781,1.0,,1.0875703526037603e-05,9.0,0.0,1
782,39.0,2.0,1.7906204988610333e-05,0.0,3.0,1
783,0.0,0.0,5.5837917753285236e-06,9.0,8.0,0
784,34.0,2.0,0.00040166498518391614,9.0,1.0,1
785,33.0,0.0,1.960672339291493e-05,0.0,3.0,0
786,35.0,0.0,1.1370630524305357e-05,9.0,16.0,0
787,35.0,2.0,6.34141079575378e-05,0.0,5.0,1
788,1.0,2.0,1.0875703526037603e-05,9.0,0.0,1
789,6.0,0.0,6.586336207717054e-05,9.0,3.0,0
790,4.0,0.0,6.764002309659325e-06,2.0,0.0,0
791,0.0,0.0,3.42641768031523e-05,4.0,8.0,0
792,46.0,1.0,0.00012055914060368403,5.0,37.0,0
793,18.0,0.0,1.232241321328181e-05,0.0,11.0,0
794,13.0,0.0,0.05113014676489064,0.0,4.0,0
795,30.0,0.0,5.342673494121156e-06,3.0,4.0,0
796,0.0,0.0,1.2182818418898597e-06,0.0,3.0,0
797,6.0,2.0,0.0003997487293701102,0.0,1.0,1
798,26.0,0.0,1.954327121364983e-06,9.0,9.0,0
799,1.0,0.0,2.664991529134068e-05,0.0,30.0,0
800,35.0,1.0,,0.0,4.0,0
801,30.0,0.0,1.2690435853019372e-05,0.0,3.0,0
802,1.0,0.0,0.00012055914060368403,0.0,19.0,0
803,36.0,1.0,1.8654940703938477e-06,9.0,16.0,0
804,4.0,0.0,2.1345313104778585e-05,0.0,3.0,0
805,13.0,2.0,1.0025444323885303e-05,3.0,5.0,1
806,17.0,2.0,5.710696133858717e-05,0.0,1.0,1
807,18.0,0.0,5.266530879003039e-06,0.0,8.0,0
808,6.0,0.0,4.781756229417699e-05,1.0,5.0,0
809,27.0,3.0,4.700537439958375e-05,5.0,5.0,0
810,13.0,,1.940367641926662e-05,3.0,1.0,1
811,13.0,,6.319837054803647e-06,3.0,1.0,1
812,20.0,0.0,9.51782688976453e-05,0.0,1.0,0
813,18.0,0.0,5.266530879003039e-06,11.0,5.0,0
814,4.0,0.0,6.459431849186861e-06,9.0,16.0,0
815,1.0,2.0,0.0003167659693272165,9.0,0.0,1
816,18.0,0.0,0.0001192900970183821,12.0,19.0,0
817,7.0,0.0,0.00012345255997817244,0.0,9.0,0
818,33.0,0.0,1.091377483359666e-05,0.0,3.0,0
819,4.0,0.0,1.0025444323885304e-06,0.0,3.0,0
820,30.0,,3.8223592789294346e-05,0.0,3.0,1
821,33.0,0.0,2.157374095013293e-07,0.0,19.0,0
822,6.0,0.0,8.16248834066206e-05,0.0,3.0,0
823,43.0,0.0,2.5380871706038743e-05,0.0,3.0,0
824,37.0,0.0,1.6814827505250668e-05,9.0,16.0,0
825,26.0,,6.0051142456487665e-05,0.0,9.0,1
826,4.0,0.0,3.8743900659268145e-05,0.0,17.0,0
827,5.0,0.0,2.3477306328085838e-05,0.0,0.0,0
828,23.0,0.0,6.535574464304976e-06,2.0,0.0,0
829,5.0,0.0,2.931490682047475e-05,0.0,3.0,0
830,8.0,0.0,1.0279253040945691e-05,3.0,9.0,0
831,20.0,0.0,1.3781813336379038e-05,5.0,0.0,0
832,6.0,2.0,4.860436931706419e-05,9.0,0.0,1
833,1.0,0.0,3.2995133217850364e-05,9.0,9.0,0
834,13.0,2.0,8.401068534698824e-05,3.0,1.0,1
835,9.0,0.0,4.3743932385357775e-05,3.0,1.0,0
836,35.0,0.0,8.375687662992786e-07,0.0,3.0,0
837,30.0,0.0,1.3451862004200533e-06,5.0,0.0,0
838,13.0,0.0,7.195477128661984e-06,9.0,9.0,0
839,50.0,0.0,6.345217926509686e-07,0.0,3.0,0
840,2.0,0.0,1.3401100260788457e-05,9.0,9.0,0
841,18.0,0.0,5.837600492388911e-06,9.0,4.0,0
842,20.0,0.0,1.3959479438321309e-06,1.0,8.0,0
843,0.0,0.0,5.698005698005698e-06,0.0,4.0,0
844,9.0,0.0,4.3743932385357775e-05,3.0,1.0,0
845,0.0,0.0,6.345217926509685e-05,0.0,3.0,0
846,20.0,,0.00013236124594699205,9.0,1.0,1
847,20.0,,0.0004632009086352071,9.0,1.0,1
848,4.0,0.0,4.229722269811357e-05,0.0,3.0,0
849,22.0,0.0,1.6624470967455378e-06,0.0,3.0,0
850,4.0,0.0,0.009244982518924612,0.0,3.0,0
851,0.0,0.0,6.776692745512344e-05,0.0,4.0,0
852,18.0,2.0,1.3071148928609954e-06,5.0,0.0,1
853,18.0,0.0,0.0001291886369837372,9.0,3.0,0
854,5.0,3.0,2.284278453543487e-05,9.0,1.0,0
855,13.0,0.0,2.204328707669465e-05,0.0,3.0,0
856,27.0,0.0,3.807130755905812e-05,0.0,3.0,0
857,0.0,1.0,7.340148097386405e-05,2.0,0.0,0
858,5.0,0.0,8.464520713963922e-06,1.0,8.0,0
859,30.0,0.0,1.916255813805925e-06,12.0,16.0,0
860,29.0,0.0,4.196727136593506e-05,9.0,16.0,0
861,43.0,0.0,7.6142615118116235e-06,0.0,3.0,0
862,4.0,0.0,0.0001395947943832131,0.0,3.0,0
863,8.0,1.0,2.3731115045146225e-06,9.0,0.0,0
864,8.0,0.0,1.0342705220210788e-05,9.0,5.0,0
865,17.0,2.0,0.00016289443460935666,9.0,0.0,1
866,8.0,0.0,8.629496380053173e-05,9.0,5.0,0
867,46.0,0.0,1.903565377952906e-05,0.0,0.0,0
868,11.0,0.0,9.017823717155566e-05,0.0,9.0,0
